"song_popularity","liveness","loudness","danceability","song_duration_ms","time_signature","audio_valence","energy","tempo","acousticness","speechiness","key","audio_mode","es_instrumental","valence_binned"
58,0.294,-8.227,0.711,238160,"4",0.861,0.816,96.999,0.0237,0.0515,"1","1",1,"valence_alta"
37,0.0564,-13.819,0.78,138764,"4",0.741,0.672,147.552,0.0662,0.349,"4","0",0,"valence_alta"
69,0.33,-6.792,0.57,250656,"4",0.438,0.576,96.177,0.228,0.298,"1","1",0,"valence_media"
23,0.383,-4.373,0.409,258613,"4",0.211,0.865,174.426,0.000807,0.0336,"2","1",0,"valence_baja"
55,0.182,-6.982,0.695,212400,"4",0.937,0.976,113.357,0.201,0.0428,"8","1",0,"valence_alta"
55,0.0847,-12.673,0.735,197749,"4",0.223,0.334,79.969,0.518,0.0578,"5","0",0,"valence_baja"
52,0.089,-10.946,0.649,96022,"4",0.264,0.144,119.193,0.811,0.0351,"0","1",0,"valence_baja"
75,0.0912,-4.365,0.716,172173,"4",0.797,0.66,150.067,0.0306,0.0497,"7","0",0,"valence_alta"
11,0.0346,-8.273,0.786,230880,"4",0.832,0.669,77.177,0.000728,0.0669,"1","1",0,"valence_alta"
40,0.136,-10.518,0.478,354613,"4",0.382,0.855,134.989,0.000568,0.042,"7","1",1,"valence_media"
42,0.103,-9.026,0.763,200306,"4",0.814,0.658,145.054,0.194,0.0413,"6","1",0,"valence_alta"
65,0.338,-3.59,0.677,217136,"4",0.892,0.696,101.989,0.646,0.0305,"1","1",0,"valence_alta"
78,0.0895,-14.08,0.498,199931,"3",0.205,0.104,130.076,0.979,0.0621,"1","1",0,"valence_baja"
40,0.0351,-6.227,0.419,267487,"4",0.442,0.61,113.357,0.176,0.0276,"10","0",0,"valence_media"
56,0.431,-4.598,0.751,200840,"4",0.679,0.786,95.989,0.0126,0.383,"3","1",0,"valence_alta"
72,0.0567,-6.288,0.586,212560,"4",0.582,0.694,127.934,0.197,0.109,"2","1",0,"valence_media"
40,0.121,-12.284,0.657,157826,"3",0.477,0.247,74.562,0.926,0.0318,"1","1",0,"valence_media"
0,0.338,-6.271,0.624,238253,"4",0.459,0.763,91.017,0.0423,0.0505,"2","1",0,"valence_media"
43,0.383,-4.883,0.478,204634,"4",0.352,0.717,147.862,0.104,0.0747,"2","1",0,"valence_media"
27,0.203,-4.267,0.599,288876,"4",0.355,0.667,80.984,0.427,0.0368,"7","0",0,"valence_media"
65,0.338,-3.833,0.738,217136,"4",0.892,0.966,97.867,0.0236,0.132,"1","1",0,"valence_alta"
51,0.11,-3.905,0.733,237266,"4",0.716,0.867,127.974,0.0158,0.0696,"11","1",0,"valence_alta"
39,0.441,-6.276,0.375,211862,"4",0.246,0.964,176.701,0.279,0.0361,"5","0",0,"valence_baja"
57,0.104,-13.562,0.744,249186,"4",0.112,0.284,82.255,0.826,0.0315,"4","1",0,"valence_baja"
65,0.264,-21.786,0.102,155411,"3",0.0396,0.125,79.609,0.98,0.0329,"11","0",1,"valence_baja"
66,0.303,-9.212,0.743,231693,"4",0.597,0.78,109.044,0.0635,0.0722,"7","1",0,"valence_media"
35,0.159,-4.756,0.49,213517,"4",0.762,0.785,131.863,0.248,0.0329,"0","1",0,"valence_alta"
68,0.0688,-7.666,0.629,219466,"4",0.691,0.593,139.979,0.219,0.0444,"11","1",0,"valence_alta"
57,0.295,-3.724,0.763,205568,"4",0.677,0.714,192.104,0.057,0.13,"6","0",0,"valence_alta"
7,0.0948,-3.674,0.158,225853,"4",0.399,0.964,94.36,1.8e-06,0.0901,"1","1",0,"valence_media"
35,0.648,-3.396,0.477,205053,"4",0.854,0.981,163.999,0.07,0.306,"4","1",0,"valence_alta"
77,0.0737,-4.709,0.895,149450,"4",0.52,0.483,98.057,0.565,0.0881,"6","0",0,"valence_media"
49,0.303,-6.688,0.355,177133,"4",0.272,0.842,128.069,0.00406,0.0287,"2","1",0,"valence_baja"
63,0.104,-6.008,0.923,226680,"4",0.682,0.518,81.096,0.0383,0.0392,"5","1",0,"valence_alta"
42,0.403,-4.721,0.557,213600,"4",0.446,0.94,119.957,0.00483,0.257,"11","1",0,"valence_media"
25,0.0888,-8.824,0.709,222492,"4",0.867,0.824,127.649,0.0956,0.0453,"1","1",1,"valence_alta"
31,0.0885,-6.189,0.912,227706,"4",0.478,0.698,150.002,0.0183,0.306,"0","1",0,"valence_media"
49,0.1,-14.329,0.652,140068,"4",0.494,0.433,156.963,0.597,0.141,"2","0",1,"valence_media"
72,0.108,-2.737,0.517,353226,"4",0.416,0.839,94.016,0.0014,0.0287,"1","0",0,"valence_media"
78,0.0958,-13.712,0.694,175266,"4",0.551,0.0935,131.182,0.927,0.143,"0","1",0,"valence_media"
17,0.0777,-4.692,0.647,217493,"4",0.268,0.71,110.059,0.000973,0.029,"0","1",0,"valence_baja"
0,0.101,-17.449,0.839,80672,"4",0.301,0.182,96.216,0.146,0.07,"9","0",1,"valence_baja"
45,0.11,-4.128,0.494,201533,"4",0.339,0.844,108.84,0.256,0.0362,"7","1",0,"valence_media"
39,0.692,-13.493,0.606,388906,"4",0.28,0.868,98.832,0.224,0.177,"7","1",0,"valence_baja"
56,0.121,-9.026,0.6,192197,"4",0.603,0.949,130.011,0.0183,0.0525,"0","1",1,"valence_media"
81,0.148,-2.787,0.63,222160,"4",0.465,0.928,123.963,0.00146,0.0523,"9","0",1,"valence_media"
63,0.178,-3.719,0.726,320893,"4",0.652,0.934,122.976,0.0052,0.0364,"11","0",0,"valence_media"
16,0.454,-8.539,0.484,138986,"4",0.521,0.702,198.87,0.571,0.458,"10","0",0,"valence_media"
48,0.091,-6.288,0.551,219893,"4",0.345,0.831,180.041,0.00021,0.0346,"6","0",1,"valence_media"
61,0.0983,-4.89,0.736,278083,"4",0.949,0.869,92.165,0.501,0.0509,"7","1",0,"valence_alta"
81,0.35,-5.54,0.638,207626,"4",0.419,0.699,92.939,0.0223,0.0658,"1","0",0,"valence_media"
32,0.0555,-6.392,0.733,381176,"4",0.489,0.832,101.034,0.0242,0.0506,"9","0",1,"valence_media"
34,0.118,-8.428,0.836,206163,"4",0.721,0.58,130.818,0.103,0.494,"8","0",0,"valence_alta"
0,0.076,-3.88,0.48,275293,"4",0.366,0.877,107.973,0.00359,0.0764,"5","1",0,"valence_media"
26,0.0512,-10.135,0.743,179404,"4",0.677,0.226,133.945,0.909,0.28,"1","0",0,"valence_alta"
30,0.671,-9.265,0.579,214880,"4",0.632,0.415,102.713,0.929,0.0709,"7","1",0,"valence_media"
63,0.127,-8.87,0.49,187813,"4",0.291,0.592,119.901,0.0455,0.058,"1","1",0,"valence_baja"
58,0.0597,-8.332,0.875,219200,"4",0.815,0.633,99.063,0.0265,0.116,"7","1",0,"valence_alta"
28,0.338,-6.939,0.88,200234,"4",0.715,0.728,160.976,0.136,0.205,"10","0",0,"valence_alta"
60,0.112,-6.598,0.648,222533,"4",0.232,0.752,119.931,0.09,0.0456,"5","1",1,"valence_baja"
6,0.0711,-4.246,0.594,192573,"4",0.751,0.794,96.013,0.286,0.0557,"0","1",0,"valence_alta"
35,0.0351,-8.993,0.602,140160,"4",0.97,0.488,134.218,6.59e-05,0.031,"3","1",0,"valence_alta"
70,0.26,-4.829,0.687,255397,"4",0.243,0.74,111.01,0.00856,0.0403,"5","1",0,"valence_baja"
0,0.268,-7.328,0.531,229013,"4",0.284,0.788,159.695,0.00663,0.0783,"11","0",0,"valence_baja"
63,0.0583,-3.807,0.635,301706,"4",0.434,0.983,138.265,0.00901,0.174,"6","0",0,"valence_media"
48,0.13,-6.178,0.573,236466,"4",0.781,0.946,79.966,0.165,0.0898,"2","1",0,"valence_alta"
60,0.131,-6.624,0.457,157106,"4",0.633,0.749,90.439,0.000384,0.0298,"1","0",0,"valence_media"
15,0.17,-9.077,0.381,143426,"3",0.354,0.335,74.002,0.975,0.0319,"3","0",0,"valence_media"
35,0.0496,-17.418,0.93,157377,"4",0.626,0.433,122.011,0.661,0.0717,"0","1",0,"valence_media"
66,0.214,-11.348,0.964,260240,"4",0.646,0.605,129.994,0.816,0.179,"9","1",1,"valence_media"
52,0.0353,-9.131,0.789,189600,"3",0.319,0.496,121.95,0.686,0.163,"11","1",0,"valence_baja"
54,0.137,-7.199,0.656,165407,"4",0.737,0.695,89.967,0.188,0.0354,"0","1",0,"valence_alta"
55,0.0928,-10.224,0.494,305280,"4",0.566,0.67,121.342,0.305,0.132,"2","1",0,"valence_media"
58,0.131,-4.423,0.939,262586,"4",0.843,0.635,130.937,0.482,0.0656,"11","0",0,"valence_alta"
19,0.146,-13.48,0.473,181026,"3",0.779,0.341,126.735,0.556,0.0583,"9","1",0,"valence_alta"
63,0.0604,-3.087,0.519,210298,"4",0.392,0.864,154.777,0.0468,0.145,"7","1",0,"valence_media"
50,0.078,-12.804,0.686,97215,"4",0.565,0.457,157.915,0.854,0.309,"5","0",1,"valence_media"
46,0.0709,-9.752,0.64,167200,"4",0.577,0.864,91.576,0.287,0.0287,"11","1",0,"valence_media"
46,0.155,-3.928,0.552,263293,"5",0.31,0.816,125.033,0.014,0.383,"0","1",0,"valence_baja"
70,0.105,-9.638,0.713,218883,"4",0.235,0.183,76.815,0.841,0.0295,"1","1",0,"valence_baja"
65,0.217,-2.803,0.409,228520,"4",0.376,0.992,180.356,7.05e-05,0.169,"0","1",0,"valence_media"
87,0.174,-5.199,0.74,251333,"4",0.356,0.784,122.007,0.0445,0.0373,"0","1",0,"valence_media"
46,0.408,-16.802,0.479,117196,"4",0.0387,0.241,117.264,0.945,0.0501,"2","1",0,"valence_baja"
51,0.0959,-11.799,0.354,259558,"4",0.202,0.206,139.056,0.779,0.0365,"0","1",0,"valence_baja"
31,0.114,-8.133,0.585,176160,"4",0.851,0.841,86.333,0.0775,0.0771,"7","0",0,"valence_alta"
46,0.544,-24.595,0.556,104000,"4",0.51,0.0909,114.249,0.927,0.16,"1","0",1,"valence_media"
96,0.136,-9.127,0.931,179404,"4",0.376,0.387,77.098,0.088,0.412,"1","1",0,"valence_media"
75,0.0699,-10.775,0.834,98734,"4",0.533,0.441,158.008,0.21,0.26,"10","1",0,"valence_media"
54,0.158,-9.773,0.922,214730,"4",0.469,0.488,140.078,0.00434,0.0373,"2","1",1,"valence_media"
3,0.248,-6.536,0.652,309920,"4",0.768,0.743,144.035,0.0109,0.191,"5","0",0,"valence_alta"
56,0.229,-6.968,0.516,252666,"4",0.233,0.564,135.92,0.119,0.23,"1","1",0,"valence_baja"
80,0.239,-5.948,0.631,212745,"4",0.418,0.547,136.033,0.328,0.028,"7","1",0,"valence_media"
71,0.0779,-5.68,0.712,231173,"4",0.635,0.626,104.063,0.0283,0.0523,"2","1",0,"valence_media"
3,0.134,-5.05,0.581,181301,"4",0.384,0.831,126.033,0.114,0.0481,"2","0",0,"valence_media"
41,0.15,-5.114,0.488,191200,"4",0.374,0.696,128.007,0.135,0.0433,"1","0",0,"valence_media"
64,0.0427,-7.171,0.788,134200,"4",0.399,0.735,94.004,0.0414,0.196,"10","0",0,"valence_media"
2,0.151,-3.487,0.845,189560,"4",0.583,0.725,129.579,0.0149,0.104,"1","1",0,"valence_media"
49,0.107,-2.225,0.536,160746,"3",0.803,0.987,184.086,5.88e-06,0.164,"4","0",0,"valence_alta"
39,0.339,-6.502,0.781,198849,"4",0.617,0.615,140.038,0.00707,0.0719,"2","0",0,"valence_media"
56,0.152,-8.631,0.724,197866,"5",0.112,0.534,142.369,0.459,0.353,"8","0",0,"valence_baja"
60,0.0784,-6.757,0.774,269000,"4",0.923,0.847,143.011,0.0279,0.121,"5","0",0,"valence_alta"
74,0.0958,-11.83,0.332,141946,"5",0.315,0.179,96.529,0.456,0.0326,"5","1",0,"valence_baja"
48,0.0869,-9.021,0.77,189261,"4",0.926,0.639,100.148,0.626,0.128,"1","1",0,"valence_alta"
47,0.147,-4.211,0.715,126693,"4",0.798,0.747,90.311,0.142,0.0388,"7","1",0,"valence_alta"
38,0.0773,-4.443,0.758,286693,"4",0.892,0.7,157.574,0.155,0.0367,"10","1",0,"valence_alta"
12,0.0814,-7.616,0.77,228002,"4",0.0762,0.527,159.931,0.0011,0.119,"1","1",0,"valence_baja"
63,0.105,-15.036,0.401,277173,"4",0.816,0.498,181.701,0.394,0.0757,"4","1",0,"valence_alta"
49,0.0894,-10.19,0.552,180400,"4",0.262,0.336,105.479,0.573,0.0311,"7","1",0,"valence_baja"
70,0.093,-5.626,0.841,255608,"4",0.583,0.652,119.859,0.0601,0.083,"11","0",0,"valence_media"
76,0.111,-5.74,0.573,237240,"4",0.451,0.739,97.085,0.155,0.129,"11","0",0,"valence_media"
97,0.118,-5.335,0.694,221120,"4",0.629,0.77,149.98,0.00908,0.149,"6","0",0,"valence_media"
74,0.134,-6.231,0.854,291781,"4",0.753,0.692,101.865,0.339,0.0479,"11","0",0,"valence_alta"
24,0.0864,-4.781,0.923,228088,"4",0.773,0.638,127.971,0.263,0.0391,"1","1",0,"valence_alta"
43,0.34,-3.579,0.878,176849,"4",0.376,0.896,126.035,0.0121,0.242,"10","1",0,"valence_media"
35,0.31,-7.598,0.813,370533,"4",0.827,0.45,112.012,0.441,0.0476,"10","0",0,"valence_alta"
3,0.106,-5.291,0.598,201600,"4",0.338,0.672,175.357,0.0134,0.257,"0","1",0,"valence_media"
30,0.697,-5.414,0.514,128173,"4",0.838,0.909,152.482,0.00261,0.0618,"2","1",0,"valence_alta"
50,0.0856,-2.371,0.462,194573,"4",0.547,0.981,154.995,0.00166,0.127,"2","0",0,"valence_media"
50,0.35,-6.588,0.808,228140,"4",0.482,0.982,124.999,0.0585,0.16,"1","0",0,"valence_media"
23,0.111,-5.675,0.812,203306,"4",0.927,0.889,149.955,0.101,0.155,"7","0",0,"valence_alta"
72,0.104,-6.41,0.956,198087,"4",0.127,0.604,100.01,0.00294,0.075,"1","0",0,"valence_baja"
66,0.171,-1.455,0.702,165173,"4",0.714,0.788,163.903,0.172,0.239,"5","1",0,"valence_alta"
10,0.198,-5.573,0.648,203666,"4",0.331,0.831,114.003,0.00117,0.029,"1","1",0,"valence_media"
77,0.0697,-13.945,0.256,336453,"4",0.298,0.239,189.507,0.551,0.0316,"0","1",0,"valence_baja"
8,0.0688,-11.331,0.712,341066,"4",0.96,0.535,85.889,0.196,0.0498,"0","1",0,"valence_alta"
92,0.359,-5.144,0.8,204664,"4",0.367,0.764,143.01,0.173,0.384,"4","0",0,"valence_media"
29,0.12,-5.946,0.452,181638,"4",0.481,0.729,132.456,0.00188,0.0456,"2","1",0,"valence_media"
70,0.128,-4.653,0.417,222533,"4",0.314,0.673,140.008,0.199,0.0497,"6","1",0,"valence_baja"
77,0.0718,-6.852,0.728,176320,"4",0.455,0.415,114.145,0.401,0.0639,"8","1",0,"valence_media"
79,0.253,-5.093,0.921,162886,"4",0.801,0.748,139.979,0.00908,0.28,"1","1",0,"valence_alta"
0,0.0928,-4.519,0.612,201253,"4",0.384,0.628,99.989,0.0119,0.0292,"2","0",0,"valence_media"
36,0.29,-4.054,0.304,160293,"4",0.0393,0.868,86.948,1.37e-06,0.115,"0","1",1,"valence_baja"
58,0.123,-5.584,0.441,200379,"4",0.117,0.57,97.867,0.0104,0.054,"4","1",0,"valence_baja"
39,0.373,-4.288,0.524,328253,"4",0.642,0.963,108.088,0.111,0.0701,"0","1",0,"valence_media"
58,0.134,-12.561,0.609,225912,"4",0.476,0.129,147.384,0.851,0.0724,"2","1",0,"valence_media"
81,0.0906,-6.177,0.489,269600,"4",0.447,0.855,113.617,0.0285,0.0507,"1","0",0,"valence_media"
70,0.0707,-4.947,0.643,126163,"4",0.6,0.518,82.001,0.558,0.0407,"1","0",0,"valence_media"
31,0.0748,-8.149,0.734,161533,"4",0.683,0.309,117.662,0.797,0.0344,"5","1",0,"valence_alta"
66,0.334,-4.554,0.748,232040,"4",0.608,0.767,133.929,0.0267,0.172,"11","1",0,"valence_media"
75,0.317,-3.144,0.612,273600,"4",0.336,0.955,123.343,0.0326,0.33,"8","1",0,"valence_media"
29,0.26,-5.865,0.491,362173,"4",0.584,0.823,147.997,0.0819,0.226,"1","1",0,"valence_media"
51,0.222,-4.921,0.441,205436,"4",0.583,0.867,183.17,0.0128,0.0863,"5","0",0,"valence_media"
53,0.0931,-5.008,0.521,236440,"4",0.605,0.759,148.044,0.000111,0.0419,"0","1",0,"valence_media"
59,0.244,-4.67,0.815,208570,"4",0.719,0.842,84.994,0.00552,0.339,"5","0",0,"valence_alta"
67,0.0418,-8.582,0.648,244826,"4",0.863,0.751,100.437,0.0182,0.0806,"5","1",0,"valence_alta"
54,0.114,-8.227,0.949,262656,"4",0.749,0.567,115.982,0.0301,0.0286,"10","0",0,"valence_alta"
68,0.361,-5.027,0.56,196480,"4",0.745,0.885,102.003,0.047,0.0363,"2","1",0,"valence_alta"
11,0.106,-8.005,0.707,185480,"4",0.922,0.779,132.062,0.158,0.0367,"0","1",0,"valence_alta"
66,0.114,-8.113,0.384,176576,"4",0.901,0.871,144.169,0.194,0.0325,"10","1",0,"valence_alta"
89,0.166,-4.724,0.719,183173,"4",0.498,0.704,133.002,0.0185,0.0476,"1","1",0,"valence_media"
42,0.324,-10.615,0.428,270714,"4",0.277,0.403,143.996,0.0586,0.0387,"7","1",0,"valence_baja"
71,0.0801,-9.552,0.48,216266,"4",0.118,0.637,103.555,0.0302,0.0855,"1","1",0,"valence_baja"
76,0.116,-7.94,0.528,170958,"4",0.315,0.597,142.036,0.14,0.273,"4","0",0,"valence_baja"
65,0.309,-3.912,0.617,244506,"4",0.286,0.732,84.977,0.0278,0.0394,"11","0",0,"valence_baja"
58,0.115,-7.516,0.766,230640,"4",0.709,0.868,126.007,0.0263,0.0339,"9","0",1,"valence_alta"
65,0.161,-6.626,0.509,259013,"4",0.897,0.915,128.018,0.505,0.0675,"7","1",0,"valence_alta"
70,0.0295,-11.146,0.685,171960,"4",0.644,0.623,126.739,0.228,0.042,"8","1",0,"valence_media"
79,0.059,-5.522,0.664,189960,"4",0.879,0.713,120.032,0.000233,0.0303,"1","0",0,"valence_alta"
70,0.065,-10.437,0.787,203893,"4",0.962,0.436,124.194,0.678,0.0403,"7","1",0,"valence_alta"
68,0.0768,-5.019,0.627,229282,"4",0.738,0.715,125.025,0.127,0.0329,"1","1",0,"valence_alta"
52,0.0719,-11.147,0.369,152200,"5",0.915,0.54,170.004,0.0809,0.0321,"2","0",0,"valence_alta"
48,0.0957,-5.357,0.664,253000,"4",0.65,0.623,180.183,0.0122,0.158,"1","1",0,"valence_media"
7,0.229,-5.144,0.791,230720,"4",0.589,0.679,121.993,0.0129,0.0511,"6","1",0,"valence_media"
56,0.187,-3.714,0.505,365333,"4",0.618,0.978,178.66,0.234,0.43,"6","0",0,"valence_media"
98,0.325,-5.991,0.781,213309,"4",0.486,0.768,123.07,0.00127,0.0394,"11","1",0,"valence_media"
79,0.0592,-7.797,0.546,247840,"4",0.31,0.814,79.697,0.00596,0.0314,"7","1",0,"valence_baja"
1,0.106,-9.544,0.544,249520,"1",0.399,0.626,79.101,0.518,0.334,"2","0",0,"valence_media"
63,0.659,-11.019,0.644,206491,"4",0.303,0.363,127.109,0.877,0.0397,"5","1",0,"valence_baja"
3,0.115,-10.521,0.451,237533,"4",0.674,0.441,122.961,0.822,0.027,"0","1",0,"valence_alta"
72,0.2,-5.567,0.688,216413,"4",0.341,0.642,160.319,0.0205,0.321,"4","0",0,"valence_media"
66,0.278,-14.228,0.478,256874,"4",0.396,0.484,165.02,0.00926,0.231,"8","1",0,"valence_media"
10,0.0688,-4.473,0.482,267200,"4",0.427,0.769,99.974,0.0343,0.315,"6","1",0,"valence_media"
54,0.071,-5.312,0.45,180820,"4",0.2,0.872,175.025,0.00315,0.0408,"2","1",1,"valence_baja"
76,0.113,-5.908,0.746,173800,"4",0.891,0.79,136.245,0.0485,0.0257,"11","0",0,"valence_alta"
76,0.0592,-3.686,0.61,237200,"4",0.521,0.905,213.99,0.0142,0.0369,"9","0",0,"valence_media"
58,0.0718,-3.83,0.72,166568,"4",0.931,0.753,148.024,0.162,0.0555,"6","1",0,"valence_alta"
73,0.164,-5.379,0.762,126880,"4",0.612,0.669,101.463,0.267,0.108,"2","1",0,"valence_media"
45,0.325,-6.769,0.707,253733,"4",0.96,0.895,130.027,0.216,0.0265,"1","1",0,"valence_alta"
50,0.204,-9.69,0.793,268360,"3",0.409,0.426,123.885,0.6,0.0506,"7","0",0,"valence_media"
45,0.239,-8.6,0.825,198386,"4",0.761,0.481,121.046,0.0797,0.0396,"2","1",0,"valence_alta"
60,0.207,-6.26,0.591,174860,"4",0.626,0.682,149.882,0.681,0.0373,"5","1",0,"valence_media"
59,0.12,-14.765,0.387,243898,"4",0.966,0.174,161.304,0.614,0.0323,"2","1",0,"valence_alta"
40,0.058,-6.178,0.376,190426,"4",0.185,0.58,127.006,0.389,0.0394,"2","1",0,"valence_baja"
83,0.282,-2.492,0.839,235773,"4",0.529,0.832,92.004,0.0114,0.0531,"0","1",0,"valence_media"
58,0.0695,-13.166,0.754,214853,"4",0.489,0.673,127.995,0.0964,0.0318,"5","1",0,"valence_media"
68,0.0533,-3.535,0.817,185346,"4",0.794,0.675,105.952,0.379,0.0566,"5","1",0,"valence_alta"
45,0.191,-7.147,0.844,307096,"4",0.341,0.591,127.011,0.356,0.74,"2","0",0,"valence_media"
51,0.122,-13.248,0.494,199719,"4",0.293,0.183,76.497,0.955,0.0598,"11","1",0,"valence_baja"
60,0.319,-5.872,0.403,399693,"4",0.235,0.626,100.457,0.00582,0.0357,"2","1",0,"valence_baja"
35,0.0715,-10.246,0.768,206491,"4",0.417,0.417,97.985,0.446,0.0494,"9","1",0,"valence_media"
20,0.113,-10.13,0.816,210248,"4",0.505,0.476,79.988,0.0528,0.198,"5","0",0,"valence_media"
68,0.405,-5.024,0.808,207333,"4",0.568,0.896,95.003,0.384,0.198,"7","0",0,"valence_media"
74,0.0948,-6.195,0.576,173706,"4",0.37,0.74,74.35,0.246,0.0854,"0","1",0,"valence_media"
17,0.0924,-9.98,0.6,282013,"4",0.333,0.507,136.611,0.431,0.0289,"10","1",0,"valence_media"
3,0.0811,-3.896,0.583,180773,"4",0.717,0.841,102.281,0.0215,0.0371,"3","0",0,"valence_alta"
43,0.122,-5.388,0.483,191258,"3",0.332,0.736,85.819,0.0118,0.0344,"2","1",0,"valence_media"
38,0.396,-2.974,0.434,213760,"4",0.947,0.872,129.188,0.0473,0.0702,"7","1",0,"valence_alta"
0,0.0809,-5.886,0.871,153191,"4",0.409,0.602,102.09,0.226,0.3,"11","0",0,"valence_media"
27,0.0957,-8.599,0.647,255533,"4",0.91,0.855,145.249,0.0115,0.0438,"3","1",0,"valence_alta"
58,0.841,-5.953,0.707,192054,"4",0.692,0.966,169.776,0.0113,0.231,"2","1",0,"valence_alta"
21,0.0677,-6.646,0.651,244413,"4",0.84,0.571,90.021,0.574,0.182,"8","0",0,"valence_alta"
68,0.191,-5.843,0.59,203719,"4",0.656,0.781,92.004,0.0133,0.0388,"0","1",0,"valence_media"
28,0.417,-7.65,0.947,189600,"4",0.393,0.659,99.137,0.0137,0.406,"8","1",0,"valence_media"
62,0.171,-14.468,0.47,198400,"4",0.792,0.449,149.966,0.227,0.0337,"5","1",1,"valence_alta"
82,0.105,-5.526,0.705,213520,"4",0.663,0.706,107.939,0.112,0.0426,"9","0",0,"valence_alta"
56,0.104,-11.002,0.429,214000,"4",0.202,0.448,110.121,0.291,0.0334,"1","0",0,"valence_baja"
79,0.201,-7.374,0.276,230760,"4",0.173,0.715,137.028,0.00552,0.0316,"0","1",0,"valence_baja"
23,0.0925,-20.292,0.56,291133,"4",0.558,0.156,126.64,0.881,0.0497,"5","1",0,"valence_media"
96,0.0813,-6.319,0.666,196373,"4",0.661,0.636,126.684,0.00169,0.0362,"11","1",1,"valence_alta"
47,0.147,-6.909,0.556,357477,"4",0.834,0.618,131.72,0.331,0.0281,"0","0",0,"valence_alta"
68,0.0998,-6.864,0.74,180897,"4",0.419,0.63,75.881,0.015,0.0282,"0","0",0,"valence_media"
81,0.0722,-3.951,0.755,193377,"4",0.475,0.897,114.033,0.119,0.376,"7","0",0,"valence_media"
62,0.0908,-7.011,0.824,188208,"4",0.299,0.72,156.943,0.0411,0.174,"6","0",0,"valence_baja"
79,0.0421,-4.512,0.742,188986,"4",0.816,0.833,92.973,0.000294,0.115,"1","1",0,"valence_alta"
10,0.112,-4.154,0.799,129786,"4",0.475,0.555,171.356,0.00521,0.0337,"0","0",0,"valence_media"
68,0.138,-8.317,0.786,208653,"4",0.652,0.648,102.399,0.248,0.0303,"4","0",0,"valence_media"
4,0.108,-9.097,0.715,210946,"4",0.524,0.616,128.071,0.0615,0.0365,"9","1",0,"valence_media"
42,0.105,-5.335,0.436,198473,"4",0.117,0.687,88.762,0.00553,0.123,"5","1",0,"valence_baja"
50,0.0718,-3.445,0.619,301960,"4",0.501,0.991,148.108,0.5,0.0307,"0","1",0,"valence_media"
76,0.0736,-4.89,0.768,192595,"4",0.734,0.796,104.99,0.0175,0.0758,"2","0",0,"valence_alta"
62,0.0536,-5.884,0.813,164211,"4",0.602,0.763,96.032,0.0144,0.0554,"5","1",1,"valence_media"
42,0.378,-21.746,0.734,124974,"4",0.407,0.295,120.88,0.895,0.0512,"8","1",1,"valence_media"
40,0.0974,-6.027,0.725,116127,"4",0.717,0.638,135.417,0.793,0.0505,"6","0",0,"valence_alta"
52,0.109,-14.34,0.863,163026,"4",0.744,0.382,105.766,0.777,0.0464,"10","1",0,"valence_alta"
19,0.167,-14.533,0.458,250331,"3",0.148,0.519,141.071,0.0429,0.487,"2","0",0,"valence_baja"
64,0.0862,-7.422,0.592,209786,"4",0.371,0.584,160.048,0.245,0.0554,"7","1",0,"valence_media"
40,0.0875,-4.537,0.514,273066,"4",0.442,0.831,99.017,0.0256,0.0475,"6","0",0,"valence_media"
59,0.239,-2.839,0.49,224960,"4",0.628,0.966,109.04,0.00888,0.0363,"11","1",0,"valence_media"
17,0.334,-6.32,0.722,246133,"4",0.708,0.787,86.627,0.297,0.0327,"7","1",0,"valence_alta"
45,0.659,-9.832,0.423,325200,"4",0.428,0.748,156.987,0.03,0.0677,"5","0",0,"valence_media"
57,0.67,-2.963,0.457,164986,"4",0.829,0.963,111.972,0.0935,0.0656,"4","1",0,"valence_alta"
82,0.115,-7.909,0.716,211306,"4",0.387,0.541,104.265,0.0533,0.049,"1","1",0,"valence_media"
71,0.249,-12.242,0.379,252933,"4",0.577,0.529,138.216,0.909,0.147,"7","0",0,"valence_media"
48,0.582,-5.546,0.385,194817,"4",0.408,0.839,163.901,0.056,0.0613,"8","0",0,"valence_media"
76,0.0628,-5.82,0.577,201173,"4",0.227,0.756,176.75,0.159,0.0524,"2","1",0,"valence_baja"
65,0.31,-10.465,0.708,188362,"4",0.505,0.423,125.437,0.361,0.0386,"1","1",0,"valence_media"
26,0.141,-15.85,0.525,187105,"4",0.358,0.331,119.498,0.943,0.255,"9","0",1,"valence_media"
65,0.15,-7.602,0.445,508333,"4",0.749,0.872,173.381,0.214,0.122,"7","1",0,"valence_alta"
44,0.179,-5.766,0.724,219637,"4",0.41,0.842,102.121,0.0367,0.55,"11","0",0,"valence_media"
0,0.172,-7.73,0.399,342711,"5",0.367,0.92,79.644,0.00823,0.208,"1","0",1,"valence_media"
78,0.42,-3.585,0.844,353453,"4",0.958,0.784,118.999,0.0184,0.151,"0","1",0,"valence_alta"
51,0.0833,-10.135,0.49,274053,"4",0.561,0.927,130.059,0.00446,0.0295,"11","1",0,"valence_media"
48,0.189,-6.021,0.48,212438,"4",0.575,0.762,129.912,0.169,0.0385,"0","1",0,"valence_media"
22,0.057,-4.672,0.679,237567,"4",0.799,0.782,92.581,0.0441,0.054,"7","0",0,"valence_alta"
