"song_popularity","danceability","energy","acousticness","es_instrumental"
85,0.573,0.34,0.756,0
8,0.869,0.806,0.000417,0
31,0.57,0.925,8.02e-05,0
64,0.706,0.716,0.119,0
73,0.607,0.575,0.133,0
39,0.783,0.93,0.00674,0
38,0.695,0.376,0.0302,1
65,0.736,0.468,0.302,1
40,0.506,0.846,0.131,0
60,0.375,0.217,0.73,0
54,0.672,0.739,0.36,0
49,0.462,0.7,0.343,0
15,0.345,0.609,0.0295,0
37,0.463,0.821,0.000709,1
32,0.519,0.187,0.86,0
83,0.461,0.834,0.0232,0
49,0.379,0.99,0.0279,0
53,0.571,0.64,0.154,0
83,0.664,0.592,0.0186,0
83,0.839,0.832,0.0622,0
76,0.851,0.702,0.0864,0
33,0.53,0.382,0.617,0
56,0.831,0.836,0.0163,0
48,0.323,0.608,0.756,0
48,0.835,0.304,0.837,0
68,0.671,0.837,0.563,0
63,0.911,0.958,0.00652,0
52,0.341,0.995,0.0251,0
66,0.607,0.835,0.0588,0
94,0.552,0.76,0.0733,0
69,0.647,0.712,0.0409,0
66,0.515,0.713,0.0238,0
54,0.785,0.664,0.479,1
35,0.748,0.431,0.207,0
43,0.474,0.894,0.0695,0
28,0.481,0.434,0.652,0
73,0.701,0.715,0.0242,0
50,0.48,0.162,0.964,0
75,0.719,0.407,0.711,0
63,0.951,0.661,0.397,0
1,0.563,0.463,0.00119,0
50,0.679,0.973,0.0384,0
16,0.946,0.931,0.215,0
71,0.543,0.543,0.365,0
26,0.443,0.869,0.037,0
54,0.514,0.956,0.00134,0
88,0.728,0.801,0.279,0
79,0.774,0.961,0.0249,0
7,0.471,0.902,0.019,0
62,0.647,0.8,0.0647,0
28,0.888,0.443,0.246,0
62,0.756,0.547,0.0882,0
47,0.593,0.675,0.249,1
60,0.798,0.454,0.0554,0
51,0.718,0.707,0.00682,0
49,0.835,0.71,0.0895,0
27,0.749,0.588,0.139,0
66,0.57,0.75,0.0177,0
17,0.749,0.723,0.00614,0
68,0.761,0.827,0.143,0
45,0.545,0.373,0.242,0
76,0.535,0.505,0.0393,0
97,0.777,0.579,0.0175,0
57,0.547,0.64,0.382,0
16,0.354,0.207,0.845,0
28,0.379,0.941,0.00103,0
86,0.671,0.373,0.257,0
64,0.543,0.674,0.468,0
38,0.506,0.506,0.000148,0
93,0.616,0.862,0.037,0
57,0.693,0.553,0.37,0
1,0.623,0.912,0.207,0
0,0.626,0.447,0.549,0
42,0.842,0.831,0.127,0
58,0.571,0.692,0.0958,0
39,0.573,0.811,0.153,0
56,0.339,0.829,0.00736,0
4,0.327,0.905,0.022,0
39,0.796,0.405,0.0236,0
48,0.72,0.583,0.436,0
71,0.678,0.766,0.0103,0
58,0.666,0.426,0.686,0
43,0.479,0.58,0.0199,0
44,0.756,0.369,0.116,0
69,0.457,0.408,0.803,1
62,0.53,0.855,0.15,1
81,0.868,0.646,0.303,0
48,0.792,0.624,0.00058,0
79,0.962,0.735,0.0161,0
73,0.637,0.833,0.00631,0
54,0.258,0.0971,0.94,0
77,0.851,0.551,0.151,0
40,0.728,0.668,0.068,0
51,0.515,0.522,0.651,0
54,0.672,0.836,0.0793,0
55,0.551,0.932,0.258,0
45,0.927,0.693,0.0938,0
61,0.659,0.661,0.273,0
59,0.679,0.45,0.898,1
29,0.608,0.131,0.851,0
79,0.441,0.219,0.935,0
68,0.603,0.494,0.602,0
34,0.434,0.577,0.486,0
18,0.667,0.898,0.000696,0
72,0.85,0.613,0.299,0
84,0.554,0.596,0.00172,0
68,0.746,0.834,0.0387,0
42,0.455,0.625,0.346,0
46,0.369,0.802,0.00796,1
61,0.402,0.727,0.00401,1
75,0.601,0.562,0.0449,0
74,0.53,0.422,0.2,0
78,0.572,0.543,0.669,0
4,0.747,0.501,0.00517,0
44,0.85,0.489,0.282,0
77,0.74,0.885,0.217,0
47,0.381,0.301,0.714,1
51,0.906,0.864,0.0304,0
64,0.486,0.667,0.647,0
59,0.727,0.748,0.149,0
67,0.88,0.622,0.00962,0
56,0.546,0.636,0.375,0
94,0.851,0.541,0.568,0
48,0.456,0.356,0.697,0
62,0.476,0.44,0.00252,0
62,0.424,0.677,0.346,0
60,0.729,0.894,0.00266,0
54,0.763,0.808,0.277,0
52,0.252,0.623,0.00206,0
41,0.852,0.88,0.293,0
75,0.64,0.693,0.113,0
14,0.569,0.855,0.377,0
68,0.629,0.586,0.000837,0
58,0.746,0.765,0.366,0
36,0.437,0.481,0.027,0
40,0.774,0.449,0.733,0
43,0.391,0.985,1.36e-06,1
60,0.3,0.796,0.0515,0
74,0.467,0.334,0.854,0
73,0.494,0.946,0.00129,0
69,0.511,0.942,0.174,0
66,0.446,0.065,0.991,1
51,0.64,0.487,0.241,0
77,0.315,0.296,0.771,0
17,0.545,0.124,0.931,1
68,0.371,0.404,0.669,0
59,0.566,0.335,0.766,0
72,0.786,0.602,0.368,0
82,0.611,0.466,0.115,0
50,0.453,0.455,0.159,0
77,0.554,0.667,0.0632,0
79,0.592,0.479,0.0338,0
64,0.475,0.0297,0.995,1
38,0.615,0.574,0.021,0
37,0.295,0.73,0.346,0
42,0.328,0.365,0.512,0
33,0.625,0.577,0.512,0
61,0.568,0.584,0.506,0
7,0.253,0.617,0.105,0
50,0.487,0.967,0.306,0
92,0.671,0.694,0.409,0
81,0.432,0.925,0.127,0
80,0.697,0.49,0.327,0
45,0.835,0.624,0.224,0
49,0.589,0.549,0.22,0
59,0.496,0.304,0.703,0
60,0.774,0.864,0.292,0
97,0.657,0.77,0.18,0
62,0.464,0.542,0.156,0
60,0.81,0.678,0.241,0
92,0.632,0.815,0.000466,0
47,0.905,0.871,0.00108,0
48,0.737,0.56,0.815,0
40,0.576,0.847,0.00431,0
61,0.714,0.959,0.062,0
0,0.754,0.542,0.0998,0
54,0.894,0.723,0.533,0
50,0.62,0.524,0.485,0
53,0.862,0.424,0.00789,0
0,0.527,0.975,0.000448,0
76,0.64,0.864,0.00832,0
30,0.486,0.614,0.0111,1
72,0.433,0.854,0.0112,0
79,0.446,0.624,0.00434,0
50,0.849,0.275,0.343,0
57,0.92,0.891,0.0313,0
41,0.119,0.0143,0.942,1
79,0.607,0.649,0.0306,0
21,0.707,0.907,0.00065,0
47,0.642,0.805,0.538,0
64,0.515,0.817,0.22,0
71,0.737,0.243,0.775,0
61,0.508,0.752,0.000199,0
13,0.463,0.89,0.639,0
73,0.814,0.576,0.0161,0
51,0.666,0.881,0.0155,0
37,0.81,0.744,0.164,0
72,0.541,0.583,0.04,0
53,0.864,0.916,0.0198,0
78,0.598,0.817,0.211,0
51,0.575,0.882,0.158,0
46,0.894,0.891,0.0103,1
83,0.715,0.617,0.1,0
95,0.448,0.686,0.216,0
46,0.681,0.418,0.271,0
94,0.915,0.67,0.0104,0
61,0.733,0.881,0.0626,0
64,0.451,0.953,0.0115,1
77,0.708,0.724,0.0313,0
3,0.628,0.922,4.95e-05,0
70,0.451,0.528,0.366,0
77,0.851,0.584,0.151,0
34,0.619,0.566,0.866,0
67,0.598,0.664,0.0928,1
41,0.496,0.942,0.00713,1
58,0.664,0.739,0.0364,0
50,0.63,0.552,0.0284,1
79,0.9,0.784,0.000477,0
94,0.638,0.717,0.346,0
43,0.505,0.718,0.15,0
18,0.428,0.467,0.00335,1
49,0.63,0.858,0.335,1
57,0.474,0.977,0.0103,0
58,0.757,0.338,0.182,0
6,0.353,0.958,0.00685,1
56,0.593,0.658,0.0118,0
45,0.922,0.489,0.288,0
87,0.758,0.797,0.0124,0
73,0.554,0.667,0.25,0
9,0.635,0.935,0.048,0
64,0.711,0.803,0.52,0
84,0.492,0.597,0.347,0
60,0.838,0.864,0.252,0
60,0.435,0.234,0.974,0
13,0.754,0.915,0.247,0
81,0.559,0.868,0.09,0
79,0.546,0.949,0.19,0
78,0.266,0.0596,0.905,0
71,0.357,0.862,0.209,0
41,0.642,0.879,0.0106,0
58,0.577,0.499,0.187,0
61,0.88,0.801,0.00601,0
2,0.876,0.854,0.00779,0
8,0.29,0.991,4.28e-05,0
46,0.578,0.976,0.229,1
62,0.68,0.695,0.00826,0
32,0.478,0.889,0.0415,0
59,0.439,0.815,4.32e-06,0
15,0.39,0.898,0.207,0
68,0.674,0.76,0.0314,0
59,0.63,0.851,0.00441,0
41,0.589,0.477,0.174,0
72,0.68,0.615,0.29,0
61,0.598,0.574,0.581,0
52,0.601,0.095,0.93,0
79,0.962,0.863,0.0161,0
60,0.6,0.869,0.385,1
59,0.716,0.286,0.168,0
39,0.703,0.73,0.213,0
73,0.586,0.564,0.0142,0
71,0.65,0.322,0.243,0
53,0.354,0.204,0.896,0
48,0.81,0.637,0.0166,0
21,0.559,0.965,0.00311,0
24,0.601,0.622,0.0716,1
55,0.904,0.874,0.00495,1
24,0.529,0.758,0.116,0
67,0.469,0.278,0.248,0
60,0.502,0.436,0.724,1
44,0.591,0.708,0.0665,0
35,0.733,0.506,0.213,0
75,0.514,0.991,0.174,0
32,0.667,0.599,0.245,0
11,0.69,0.631,0.000601,1
69,0.374,0.276,0.814,0
74,0.912,0.573,0.0463,0
38,0.585,0.837,0.0176,0
57,0.508,0.78,0.0642,0
41,0.869,0.692,0.0322,0
70,0.881,0.509,0.187,0
62,0.578,0.339,0.832,0
27,0.762,0.89,7.05e-05,0
43,0.397,0.927,0.287,0
41,0.701,0.783,0.0483,0
49,0.807,0.867,0.293,0
53,0.607,0.563,0.149,0
34,0.525,0.622,0.573,0
56,0.71,0.724,0.000827,0
14,0.836,0.61,0.0238,0
12,0.818,0.76,0.318,0
39,0.311,0.565,0.0522,0
61,0.811,0.657,0.0874,1
56,0.851,0.484,0.501,0
73,0.685,0.952,0.0683,0
49,0.746,0.647,0.526,0
19,0.883,0.95,0.66,0
36,0.694,0.559,0.767,1
64,0.604,0.841,0.12,0
28,0.616,0.861,0.00145,0
68,0.684,0.341,0.837,0
30,0.67,0.236,0.937,0
53,0.573,0.852,0.00205,0
64,0.51,0.31,0.89,1
75,0.647,0.762,0.062,0
92,0.575,0.47,0.0558,0
21,0.264,0.622,0.238,0
79,0.646,0.644,0.177,0
26,0.78,0.59,0.389,0
49,0.695,0.473,0.819,0
38,0.719,0.626,0.0969,0
59,0.658,0.955,0.119,0
30,0.708,0.869,0.0849,1
36,0.123,0.856,0.000644,1
47,0.49,0.505,0.745,1
56,0.427,0.62,0.276,0
70,0.575,0.653,0.0335,0
0,0.81,0.786,0.266,0
49,0.41,0.555,0.338,1
2,0.442,0.334,0.937,1
94,0.851,0.46,0.568,0
73,0.814,0.798,0.047,0
39,0.681,0.614,0.123,0
53,0.662,0.461,0.451,0
63,0.508,0.682,0.818,0
53,0.6,0.658,0.00925,1
91,0.44,0.789,0.228,0
73,0.715,0.833,0.0531,0
57,0.489,0.849,0.0561,0
20,0.449,0.63,0.443,0
58,0.86,0.66,0.0121,0
68,0.661,0.597,0.0114,0
49,0.368,0.0444,0.995,1
76,0.542,0.589,0.366,0
92,0.71,0.57,0.372,0
71,0.791,0.17,0.891,0
62,0.63,0.0811,0.991,1
97,0.669,0.765,0.0175,0
37,0.499,0.97,0.00101,1
97,0.694,0.596,0.188,0
47,0.701,0.946,0.000198,0
41,0.657,0.573,0.0986,0
58,0.694,0.834,0.247,0
56,0.474,0.889,0.0142,1
52,0.774,0.923,0.0411,0
67,0.956,0.763,0.0734,0
50,0.726,0.738,0.14,0
88,0.752,0.505,0.535,0
42,0.588,0.586,0.0354,1
68,0.576,0.905,0.0548,0
51,0.455,0.172,0.236,0
56,0.754,0.877,0.124,0
59,0.651,0.946,0.13,0
93,0.717,0.735,0.286,0
50,0.706,0.0976,0.854,0
54,0.694,0.829,0.0053,0
46,0.444,0.687,0.122,0
80,0.704,0.834,0.0784,0
61,0.655,0.396,0.896,0
40,0.791,0.793,0.00578,0
83,0.496,0.863,0.0046,0
55,0.571,0.484,0.0164,0
73,0.78,0.926,0.031,0
49,0.731,0.575,0.221,0
36,0.13,0.253,0.881,1
90,0.767,0.657,0.171,0
65,0.864,0.218,0.277,0
9,0.81,0.496,0.56,0
26,0.61,0.301,0.74,0
43,0.767,0.356,0.52,1
75,0.776,0.777,0.182,0
34,0.446,0.912,0.0125,1
26,0.502,0.168,0.952,0
52,0.648,0.359,0.56,1
67,0.688,0.836,0.0103,0
65,0.711,0.746,0.00141,0
54,0.88,0.663,0.425,0
47,0.415,0.408,0.518,0
68,0.716,0.485,0.123,0
66,0.757,0.501,0.327,0
50,0.33,0.768,0.00352,0
38,0.197,0.629,0.0165,0
7,0.443,0.296,0.966,1
8,0.355,0.761,0.000288,0
41,0.762,0.679,0.115,0
74,0.789,0.508,0.0541,0
46,0.595,0.694,0.12,0
52,0.674,0.621,0.156,0
72,0.877,0.315,0.0184,0
0,0.832,0.744,0.287,0
65,0.566,0.2,0.483,0
45,0.467,0.93,0.00022,0
79,0.687,0.522,0.299,0
97,0.694,0.646,0.71,0
38,0.523,0.812,0.321,0
73,0.528,0.604,0.293,0
94,0.737,0.717,0.346,0
46,0.606,0.923,0.000676,0
31,0.508,0.855,0.156,0
45,0.568,0.579,0.121,0
56,0.857,0.524,0.0649,0
42,0.86,0.755,0.0836,0
84,0.92,0.654,0.0236,0
74,0.825,0.7,0.0589,0
90,0.632,0.832,0.048,0
69,0.543,0.853,0.000249,0
60,0.763,0.598,0.0714,0
56,0.7,0.96,0.167,0
50,0.912,0.82,0.00823,0
64,0.72,0.663,0.128,0
57,0.607,0.728,0.421,0
31,0.756,0.532,0.422,0
39,0.664,0.59,0.857,0
65,0.852,0.488,0.218,0
52,0.602,0.62,0.0823,0
83,0.563,0.637,0.669,0
70,0.735,0.482,0.722,0
64,0.421,0.76,0.764,0
43,0.6,0.803,0.137,0
72,0.883,0.464,0.279,0
44,0.547,0.817,0.0179,0
51,0.711,0.871,0.111,1
50,0.319,0.211,0.14,0
42,0.844,0.766,0.221,0
37,0.603,0.676,0.199,0
44,0.483,0.487,0.639,0
41,0.469,0.564,0.45,0
55,0.458,0.971,0.191,0
65,0.798,0.56,0.317,0
10,0.593,0.294,0.345,0
52,0.775,0.488,0.381,1
50,0.749,0.246,0.614,0
64,0.554,0.833,0.000646,0
47,0.748,0.333,0.907,0
55,0.557,0.326,0.602,0
35,0.797,0.972,0.00411,1
2,0.409,0.992,0.00947,0
77,0.61,0.821,0.126,0
72,0.709,0.917,0.0409,0
20,0.936,0.564,0.195,0
38,0.8,0.578,0.0823,0
2,0.619,0.82,0.622,0
46,0.69,0.845,0.0149,1
42,0.7,0.909,0.361,0
59,0.197,0.837,0.000308,0
87,0.717,0.605,0.214,0
76,0.424,0.437,0.962,0
53,0.592,0.497,0.00436,0
66,0.76,0.652,0.368,0
42,0.863,0.582,0.156,0
2,0.735,0.365,0.367,0
69,0.379,0.434,0.895,0
66,0.749,0.748,0.0021,0
77,0.596,0.667,0.0983,0
69,0.559,0.466,0.315,0
50,0.452,0.698,0.529,0
66,0.481,0.392,0.366,0
42,0.397,0.992,0.000462,0
32,0.817,0.73,0.0103,0
16,0.682,0.621,0.025,1
0,0.66,0.557,0.441,0
81,0.759,0.846,0.293,0
46,0.639,0.53,0.57,0
67,0.849,0.412,0.159,0
43,0.748,0.704,0.0266,1
44,0.645,0.722,2.64e-05,0
21,0.835,0.488,0.361,0
52,0.368,0.136,0.903,1
23,0.725,0.865,0.292,0
61,0.13,0.991,4.64e-05,0
66,0.903,0.647,0.000385,0
73,0.527,0.719,0.000607,0
11,0.686,0.801,0.0174,0
54,0.575,0.188,0.841,0
0,0.597,0.353,0.0616,0
55,0.791,0.751,0.00933,1
42,0.505,0.843,0.0757,0
60,0.782,0.699,0.15,0
57,0.583,0.576,0.478,0
25,0.952,0.522,0.0938,0
16,0.556,0.448,0.191,0
57,0.785,0.387,0.543,0
58,0.955,0.573,0.0574,0
86,0.722,0.855,0.013,0
51,0.7,0.513,0.22,0
48,0.738,0.982,0.00793,0
30,0.615,0.305,0.233,0
42,0.57,0.489,0.04,0
85,0.866,0.859,0.138,0
87,0.705,0.605,0.214,0
51,0.594,0.2,0.928,0
31,0.391,0.685,0.663,0
57,0.729,0.473,0.0164,1
76,0.545,0.485,0.373,0
49,0.768,0.632,0.609,0
50,0.542,0.769,0.145,0
53,0.667,0.8,0.048,0
35,0.651,0.515,0.718,0
41,0.915,0.646,0.0692,0
5,0.629,0.289,0.732,0
49,0.662,0.16,0.996,1
38,0.47,0.668,0.346,0
92,0.8,0.578,0.00381,0
75,0.695,0.412,0.666,0
31,0.586,0.92,0.00145,0
34,0.84,0.72,0.000482,0
29,0.725,0.806,0.000187,0
32,0.719,0.347,0.968,0
47,0.812,0.734,0.0741,0
65,0.887,0.501,0.498,0
44,0.651,0.509,0.898,1
42,0.72,0.412,0.559,0
73,0.486,0.45,0.922,0
3,0.583,0.626,0.412,0
54,0.267,0.694,0.192,0
0,0.809,0.664,0.57,0
66,0.426,0.504,0.703,0
8,0.37,0.946,0.000206,0
51,0.742,0.56,0.0323,0
35,0.734,0.747,0.0138,0
48,0.609,0.264,0.733,1
5,0.34,0.805,0.00264,0
88,0.884,0.541,0.0831,0
35,0.596,0.809,0.31,1
43,0.458,0.911,0.579,0
47,0.641,0.8,0.00702,1
44,0.795,0.364,0.666,0
68,0.781,0.189,0.61,0
33,0.651,0.447,0.694,1
19,0.558,0.693,0.025,0
77,0.744,0.896,0.0786,0
35,0.579,0.677,0.34,0
25,0.789,0.532,0.601,0
75,0.832,0.439,0.673,0
63,0.489,0.0825,0.966,1
46,0.515,0.274,0.335,0
64,0.505,0.572,0.179,0
63,0.847,0.822,0.268,0
58,0.828,0.262,0.575,0
60,0.654,0.376,0.809,0
66,0.757,0.501,0.541,0
74,0.896,0.826,0.261,0
76,0.639,0.815,0.0462,0
43,0.691,0.836,0.12,0
41,0.311,0.807,0.506,0
69,0.696,0.943,0.0736,0
47,0.822,0.695,0.0902,0
41,0.671,0.482,0.567,0
13,0.901,0.398,0.0707,0
40,0.683,0.489,0.205,0
69,0.635,0.436,0.259,0
67,0.828,0.748,0.0597,0
39,0.661,0.873,0.00305,1
34,0.405,0.806,0.000771,0
74,0.891,0.714,0.111,0
86,0.483,0.626,0.737,0
68,0.573,0.373,0.994,1
58,0.615,0.97,0.229,1
13,0.689,0.779,0.166,0
13,0.707,0.816,0.027,0
56,0.825,0.725,0.0215,0
60,0.455,0.759,0.101,1
52,0.312,0.0834,0.939,1
65,0.601,0.681,0.58,0
69,0.662,0.784,0.0113,0
54,0.758,0.688,0.12,0
46,0.682,0.413,0.4,1
65,0.841,0.639,0.0445,0
73,0.408,0.48,0.155,0
58,0.715,0.474,0.473,0
76,0.583,0.662,0.00541,0
72,0.657,0.956,0.0683,0
52,0.663,0.965,0.181,0
47,0.758,0.838,0.00394,1
51,0.566,0.409,0.702,0
95,0.531,0.902,0.172,0
61,0.775,0.274,0.348,0
24,0.726,0.752,0.0431,1
45,0.755,0.923,0.0187,1
65,0.457,0.567,0.00114,0
31,0.897,0.564,0.159,0
56,0.467,0.565,0.363,0
49,0.749,0.861,0.188,0
58,0.497,0.339,0.683,0
30,0.901,0.574,0.0704,1
52,0.347,0.161,0.918,0
48,0.663,0.714,0.01,0
55,0.592,0.834,0.322,0
48,0.377,0.975,0.000372,0
55,0.488,0.209,0.374,0
41,0.643,0.905,0.00908,0
49,0.509,0.106,0.905,1
33,0.551,0.627,0.194,0
44,0.684,0.685,0.0476,1
62,0.78,0.911,0.13,0
52,0.736,0.843,0.158,0
94,0.588,0.67,0.0104,0
21,0.657,0.462,0.416,0
40,0.354,0.972,0.501,0
43,0.753,0.679,0.104,0
60,0.753,0.566,0.721,0
55,0.375,0.232,0.585,1
4,0.472,0.516,0.713,0
55,0.558,0.949,0.813,0
65,0.542,0.91,0.00024,0
59,0.508,0.972,0.000123,0
71,0.678,0.918,0.000417,0
25,0.54,0.96,0.0678,0
38,0.538,0.492,0.392,0
44,0.57,0.74,0.204,0
65,0.681,0.918,0.00244,0
51,0.586,0.275,0.133,1
79,0.623,0.417,0.809,0
65,0.396,0.629,0.0328,0
80,0.512,0.628,0.0212,0
74,0.736,0.847,0.358,0
16,0.356,0.717,0.000336,0
74,0.741,0.978,0.158,0
34,0.595,0.742,0.0883,0
1,0.569,0.69,0.00337,0
70,0.734,0.724,0.000105,0
81,0.849,0.674,0.0481,0
79,0.545,0.33,0.743,0
62,0.788,0.6,0.0038,0
56,0.959,0.424,0.435,0
90,0.686,0.807,0.0481,0
4,0.492,0.53,0.151,1
51,0.951,0.734,0.223,0
76,0.8,0.956,0.113,0
35,0.246,0.702,0.0914,0
53,0.785,0.405,0.044,0
33,0.594,0.306,0.565,0
41,0.728,0.735,0.0178,1
96,0.921,0.537,0.556,0
87,0.717,0.605,0.214,0
6,0.616,0.754,0.408,0
66,0.359,0.286,0.908,0
29,0.692,0.912,0.00456,0
98,0.841,0.798,0.153,0
72,0.638,0.677,0.249,0
51,0.807,0.778,0.0132,1
45,0.896,0.823,0.158,1
50,0.641,0.228,0.652,0
68,0.677,0.745,0.00616,0
29,0.457,0.431,0.724,0
63,0.574,0.892,0.0805,0
64,0.6,0.699,0.0223,0
52,0.494,0.782,0.00899,0
43,0.776,0.739,0.0797,0
55,0.497,0.882,0.00151,0
57,0.71,0.473,0.914,1
51,0.739,0.497,0.095,0
38,0.896,0.571,0.00264,0
95,0.68,0.563,0.00403,0
32,0.631,0.273,0.913,1
50,0.543,0.61,0.143,0
1,0.588,0.936,0.00504,1
72,0.824,0.891,0.0838,0
59,0.501,0.971,1.94e-05,0
10,0.53,0.601,0.00882,0
76,0.638,0.928,0.0531,1
66,0.711,0.593,0.141,0
80,0.681,0.575,0.555,1
63,0.425,0.903,0.0638,0
85,0.889,0.672,0.00544,1
55,0.891,0.632,0.234,0
67,0.742,0.847,0.00117,0
35,0.488,0.891,0.0741,0
54,0.664,0.61,0.0215,0
64,0.763,0.742,0.0984,0
79,0.638,0.682,0.117,0
45,0.493,0.174,0.939,0
40,0.838,0.55,0.386,0
61,0.544,0.865,0.0252,0
68,0.358,0.546,0.795,0
16,0.494,0.719,0.304,0
51,0.789,0.864,0.562,0
60,0.739,0.624,0.203,0
89,0.414,0.759,0.0129,0
93,0.587,0.535,0.013,0
64,0.464,0.902,0.117,0
79,0.797,0.836,0.0607,0
36,0.6,0.871,3.61e-06,0
55,0.678,0.781,0.0243,0
63,0.456,0.696,0.291,0
42,0.797,0.602,0.0023,0
41,0.793,0.776,0.0182,0
18,0.81,0.414,0.79,0
82,0.677,0.497,0.152,0
58,0.33,0.534,0.207,0
71,0.754,0.678,0.0259,0
54,0.215,0.666,0.368,0
95,0.442,0.585,0.0984,1
62,0.458,0.884,0.00129,1
62,0.784,0.422,0.794,0
64,0.364,0.607,0.326,0
32,0.437,0.542,0.0301,0
59,0.479,0.541,0.737,0
47,0.0594,0.216,0.663,1
50,0.737,0.932,0.00202,0
61,0.806,0.615,0.152,1
56,0.603,0.194,0.91,0
58,0.666,0.554,0.383,0
77,0.401,0.398,0.71,0
7,0.675,0.344,0.702,0
78,0.813,0.784,0.0133,0
62,0.48,0.73,0.0127,0
13,0.533,0.498,0.747,0
48,0.13,0.425,0.734,0
77,0.757,0.917,0.0082,0
59,0.407,0.847,0.266,0
2,0.814,0.489,0.117,1
68,0.564,0.717,0.097,0
80,0.703,0.64,0.0186,0
52,0.623,0.597,0.0354,0
51,0.686,0.729,0.000209,0
72,0.586,0.533,0.557,0
42,0.818,0.658,0.218,0
72,0.922,0.535,0.663,1
64,0.695,0.869,0.505,0
62,0.49,0.864,0.00209,0
57,0.219,0.565,0.763,0
49,0.749,0.898,0.109,1
73,0.791,0.504,0.0183,0
37,0.511,0.417,0.799,0
57,0.592,0.731,0.0185,0
0,0.636,0.698,0.376,0
46,0.426,0.313,0.781,0
64,0.373,0.232,0.955,0
44,0.683,0.707,0.757,0
45,0.458,0.936,0.000184,0
96,0.876,0.786,0.000479,0
48,0.744,0.563,0.646,0
31,0.525,0.452,0.539,0
75,0.858,0.912,0.0066,0
54,0.711,0.641,0.134,0
61,0.495,0.671,0.439,0
74,0.165,0.637,0.669,0
64,0.323,0.296,0.958,0
33,0.815,0.612,0.149,0
40,0.784,0.466,0.338,0
51,0.505,0.741,0.0178,0
29,0.676,0.676,0.216,0
51,0.226,0.545,0.281,0
21,0.317,0.955,1.29e-05,0
36,0.521,0.941,0.306,0
81,0.676,0.777,0.151,0
51,0.731,0.681,0.118,0
71,0.65,0.323,0.213,0
72,0.46,0.697,0.0186,0
72,0.751,0.748,0.0231,0
59,0.372,0.857,7.95e-05,0
60,0.627,0.611,0.0481,0
75,0.591,0.672,0.622,0
52,0.598,0.946,0.00581,0
35,0.696,0.503,0.0745,0
63,0.55,0.765,0.000785,1
67,0.767,0.845,0.34,0
61,0.628,0.427,0.586,0
0,0.753,0.805,0.000987,0
22,0.414,0.921,0.000114,0
37,0.803,0.569,0.0623,0
52,0.747,0.544,0.198,0
72,0.551,0.659,0.492,0
78,0.377,0.682,0.000894,0
27,0.615,0.723,0.608,0
64,0.734,0.848,0.00312,0
49,0.649,0.742,0.0128,0
57,0.757,0.363,0.844,1
43,0.734,0.779,0.32,0
34,0.36,0.704,0.112,0
48,0.724,0.8,0.148,0
47,0.408,0.704,0.00779,0
65,0.724,0.891,0.00344,0
79,0.696,0.833,0.175,0
73,0.662,0.805,0.0575,0
34,0.639,0.742,0.0674,0
82,0.804,0.739,0.0613,0
57,0.858,0.131,0.942,0
61,0.63,0.793,0.00138,1
35,0.639,0.632,0.105,0
66,0.767,0.677,0.292,0
59,0.821,0.825,0.24,0
64,0.832,0.666,0.0123,0
40,0.695,0.772,0.115,0
44,0.618,0.395,0.0289,1
55,0.758,0.571,0.173,1
47,0.491,0.683,0.222,0
24,0.82,0.626,0.439,1
44,0.428,0.65,0.274,0
71,0.569,0.645,0.118,0
16,0.351,0.772,0.0761,1
48,0.804,0.61,0.136,0
83,0.638,0.757,0.00454,0
24,0.41,0.788,0.379,1
89,0.519,0.704,0.0691,0
3,0.646,0.791,0.01,0
85,0.757,0.849,0.21,0
49,0.713,0.117,0.978,0
64,0.451,0.364,0.469,0
56,0.439,0.557,0.617,0
48,0.912,0.461,0.501,0
66,0.716,0.735,0.495,0
23,0.331,0.501,0.0412,1
66,0.605,0.544,0.823,0
49,0.634,0.848,0.0105,1
68,0.593,0.883,0.0124,0
67,0.568,0.368,0.321,0
84,0.751,0.596,0.162,0
53,0.447,0.761,0.000803,1
32,0.436,0.889,0.0455,0
61,0.522,0.434,0.414,0
84,0.653,0.922,0.000188,0
10,0.792,0.891,0.0298,0
75,0.598,0.385,0.147,0
74,0.575,0.149,0.683,0
88,0.643,0.783,0.047,0
40,0.643,0.669,0.208,0
0,0.363,0.893,0.011,0
69,0.641,0.927,0.215,0
48,0.587,0.601,0.00795,0
43,0.549,0.764,0.0206,0
54,0.632,0.794,0.0016,0
77,0.584,0.7,0.117,0
58,0.386,0.931,6.71e-05,0
35,0.714,0.711,0.0572,0
51,0.565,0.386,0.0233,0
32,0.693,0.728,0.214,0
39,0.641,0.621,0.0174,1
37,0.76,0.608,0.28,0
56,0.59,0.969,0.0215,0
57,0.696,0.715,0.133,0
94,0.552,0.76,0.0733,0
79,0.605,0.774,0.0183,0
57,0.754,0.349,0.0062,0
36,0.205,0.657,0.532,0
38,0.716,0.869,0.0294,0
17,0.41,0.684,0.0394,0
41,0.633,0.677,0.198,0
67,0.939,0.68,0.0881,1
38,0.62,0.503,0.602,0
42,0.679,0.946,0.00655,0
48,0.415,0.0454,0.378,1
83,0.839,0.546,0.0622,0
65,0.479,0.315,0.963,0
81,0.826,0.815,0.222,0
55,0.809,0.51,0.516,0
76,0.629,0.647,0.49,0
67,0.511,0.967,0.0146,0
77,0.547,0.579,0.398,0
