"ID","liveness","loudness","danceability","song_duration_ms","time_signature","audio_valence","energy","tempo","acousticness","speechiness","key","instrumentalness","audio_mode","song_popularity"
5610,0.157,-3.756,0.425,243160,4,0.723,0.954,178.043,0.0223,0.0476,1,0,0,73
5611,0.17,-10.866,0.658,186461,4,0.191,0.179,128.128,0.764,0.0448,8,0,1,75
5612,0.162,-4.296,0.733,152000,4,0.832,0.63,127.95,0.301,0.395,11,0,0,90
5613,0.089,-4.667,0.686,224840,4,0.286,0.782,147.997,0.0352,0.0454,1,3.03e-06,1,8
5614,0.107,-9.504,0.914,109090,4,0.425,0.463,87.992,0.758,0.411,4,8.51e-06,0,50
5615,0.0798,-3.203,0.572,184560,4,0.696,0.542,110.09,0.0757,0.0293,1,0,1,85
5616,0.112,-22.815,0.738,224553,4,0.661,0.174,80.051,0.537,0.273,11,0.934,0,59
5617,0.303,-4.188,0.917,213706,4,0.0873,0.615,99.895,0.0658,0.137,8,0,1,55
5618,0.173,-4.407,0.658,199111,4,0.607,0.67,97.976,0.303,0.058,1,0.000169,1,83
5619,0.147,-3.135,0.711,161866,4,0.584,0.863,92.131,0.00318,0.0471,7,1.39e-05,0,53
5620,0.0797,-3.544,0.656,229466,4,0.768,0.797,89.968,0.0994,0.0373,7,0,0,42
5621,0.103,-9.74,0.39,146520,4,0.266,0.533,131.036,0.221,0.0412,0,0.000152,0,91
5622,0.0916,-10.201,0.545,205226,3,0.291,0.263,100.835,0.599,0.0813,9,0.000218,0,60
5623,0.303,-3.273,0.886,161523,4,0.713,0.755,74.862,0.311,0.279,7,0.0478,1,55
5624,0.183,-8.056,0.589,200360,4,0.516,0.637,179.919,0.00523,0.0405,2,0.000122,1,2
5625,0.0912,-11.263,0.589,229600,4,0.679,0.569,70.124,0.131,0.0448,6,0.000877,1,1
5626,0.298,-6.876,0.631,195733,4,0.552,0.572,125.006,0.263,0.321,7,6.3e-06,1,49
5627,0.114,-12.51,0.797,136906,4,0.248,0.129,140.014,0.513,0.149,2,0.11,1,50
5628,0.101,-7.272,0.584,283735,4,0.713,0.805,79.505,0.00105,0.127,11,0,1,15
5629,0.32,-5.416,0.429,191826,4,0.832,0.867,99.197,0.214,0.0344,10,0.0569,1,37
5630,0.147,-19.696,0.453,180000,4,0.424,0.194,204.085,0.818,0.222,0,0.824,1,47
5631,0.0808,-6.031,0.518,229893,4,0.302,0.871,140.137,0.00417,0.0815,5,0.00768,0,62
5632,0.0863,-6.477,0.705,264853,4,0.377,0.784,160.035,0.0133,0.271,2,0,1,78
5633,0.226,-3.133,0.452,182224,4,0.6,0.928,129.188,0.0716,0.0566,2,0.000637,1,71
5634,0.0383,-3.68,0.504,223386,4,0.292,0.971,167.046,0.00394,0.0309,8,1.54e-05,1,71
5635,0.0732,-4.599,0.516,126960,4,0.571,0.809,75.099,0.787,0.0545,0,0.000331,1,13
5636,0.829,-16.259,0.432,225440,4,0.286,0.472,143.517,0.109,0.0399,6,0.000945,1,1
5637,0.34,-8.322,0.529,166373,4,0.596,0.829,140.127,0.114,0.0508,1,0,0,74
5638,0.116,-6.361,0.522,319560,4,0.43,0.786,65.905,0.29,0.0259,2,0,1,4
5639,0.297,-7.448,0.426,242306,4,0.535,0.768,148.108,0.0489,0.0315,0,0.0554,1,55
5640,0.206,-6.656,0.783,267604,4,0.581,0.546,108.017,0.0039,0.141,5,0,0,60
5641,0.0592,-6.774,0.761,254773,4,0.519,0.821,156.83,0.0114,0.0695,6,5.73e-06,1,39
5642,0.25,-6.285,0.36,358426,4,0.347,0.889,171.121,0.0415,0.0442,9,0,1,32
5643,0.13,-4.196,0.672,202000,4,0.843,0.877,94.964,0.0264,0.0342,9,0.00178,1,39
5644,0.0901,-5.92,0.698,212586,4,0.524,0.738,102.669,0.0355,0.0444,0,5.47e-05,1,41
5645,0.102,-4.149,0.649,278706,4,0.244,0.668,90.009,0.000319,0.0356,10,1.19e-05,0,74
5646,0.117,-6.763,0.916,246081,4,0.916,0.546,95.007,0.0329,0.0495,7,0,1,50
5647,0.067,-4.644,0.639,224769,4,0.59,0.973,130.046,0.116,0.107,10,0.0265,0,59
5648,0.191,-7.458,0.515,209273,4,0.284,0.479,88.964,0.65,0.0261,0,0.00598,1,87
5649,0.507,-3.282,0.529,218000,4,0.387,0.775,124.969,0.00264,0.0549,5,1.02e-06,0,77
5650,0.105,-7.957,0.855,208026,4,0.64,0.587,79.614,0.108,0.0336,8,4.12e-05,1,78
5651,0.177,-12.621,0.299,318813,4,0.434,0.602,139.539,0.721,0.0315,0,0.000138,1,72
5652,0.257,-7.825,0.621,295480,4,0.591,0.587,81.527,0.17,0.0589,6,4.27e-06,1,65
5653,0.207,-5.777,0.738,172133,4,0.685,0.718,125.047,0.163,0.0414,1,0,0,70
5654,0.263,-5.985,0.691,187026,4,0.886,0.716,91.367,0.0085,0.0351,7,9.06e-06,1,93
5655,0.0882,-6.744,0.903,161832,5,0.348,0.573,141.18,0.0388,0.0301,1,1.28e-06,1,71
5656,0.0699,-13.092,0.738,160784,4,0.54,0.198,61.342,0.608,0.0374,6,0.00267,0,42
5657,0.0808,-4.927,0.796,197986,4,0.925,0.75,118.015,0.0021,0.0413,11,0,1,75
5658,0.26,-4.001,0.453,296200,4,0.473,0.792,137.575,0.361,0.115,7,0.000569,1,75
5659,0.109,-10.58,0.799,232773,4,0.617,0.577,92.872,0.117,0.0286,10,0.0742,0,26
5660,0.0764,-3.824,0.548,193280,4,0.716,0.807,124.944,0.113,0.0369,11,0.0169,0,12
5661,0.11,-7.731,0.553,163404,4,0.34,0.495,140.885,0.125,0.0772,9,0,0,73
5662,0.0958,-4.822,0.682,247603,3,0.562,0.934,100.048,0.0619,0.0741,10,0.926,1,35
5663,0.241,-8.578,0.796,192013,4,0.185,0.646,138.003,0.0122,0.0934,8,0,1,22
5664,0.0704,-1.6,0.549,226626,4,0.733,0.939,104.991,0.0439,0.0421,4,8.91e-06,0,26
5665,0.11,-4.962,0.573,215613,4,0.249,0.828,169.946,0.0121,0.0497,11,0.255,0,48
5666,0.0536,-5.378,0.447,223653,4,0.846,0.965,166.484,0.102,0.125,9,9.94e-05,0,50
5667,0.139,-6.259,0.941,196010,4,0.198,0.671,140.048,0.00445,0.178,8,0.0128,1,70
5668,0.089,-16.809,0.649,278040,4,0.264,0.144,119.193,0.958,0.0522,8,2.42e-06,1,52
5669,0.119,-4.591,0.734,188160,4,0.156,0.458,127.995,0.0244,0.133,1,1.71e-05,0,55
5670,0.121,-5.442,0.599,168656,4,0.395,0.887,89.992,0.000562,0.065,6,0.00499,0,53
5671,0.117,-7.813,0.392,245186,4,0.288,0.423,156.004,0.27,0.0372,7,0,1,71
5672,0.194,-1.208,0.568,174320,4,0.337,0.907,112.037,0.00115,0.0273,4,0,0,39
5673,0.374,-3.814,0.944,178346,3,0.836,0.685,120.056,0.316,0.118,2,0,0,64
5674,0.0894,-12.252,0.546,411894,4,0.363,0.713,169.96,0.339,0.138,7,0.931,1,51
5675,0.1,-5.82,0.381,247842,4,0.162,0.481,123.09,0.0509,0.0543,2,0,1,71
5676,0.381,-6.062,0.648,219200,4,0.688,0.785,160.02,0.0572,0.165,7,0,1,73
5677,0.089,-6.493,0.612,196160,4,0.872,0.832,107.661,0.236,0.0406,11,1.12e-05,0,76
5678,0.085,-5.708,0.545,233933,4,0.562,0.865,99.01,0.00664,0.0286,11,1.12e-05,0,79
5679,0.0733,-6.271,0.81,241024,4,0.175,0.291,99.981,0.126,0.0653,6,0,1,63
5680,0.327,-6.252,0.78,206866,4,0.679,0.887,131.085,0.106,0.122,5,1.66e-05,1,29
5681,0.0801,-6.646,0.671,216266,4,0.824,0.401,135.994,0.489,0.0311,3,0.000159,1,71
5682,0.0969,-6.78,0.903,184868,4,0.826,0.813,121.801,0.00549,0.0664,0,0.00207,1,52
5683,0.41,-6.505,0.671,278871,4,0.323,0.586,172.004,0.371,0.0654,4,0,1,72
5684,0.192,-5.876,0.329,250693,4,0.457,0.747,99.991,0.000735,0.0328,0,0.000356,1,7
5685,0.159,-3.682,0.696,222733,4,0.772,0.875,124.006,0.134,0.0649,0,0,1,59
5686,0.49,-5.713,0.736,160893,4,0.393,0.518,92.956,0.0696,0.152,7,0,0,59
5687,0.0661,-6.308,0.763,203076,4,0.677,0.63,129.948,0.152,0.038,7,1.86e-05,1,50
5688,0.0722,-5.218,0.754,214666,4,0.788,0.759,77.737,0.0418,0.302,6,0.000114,0,78
5689,0.0975,-2.656,0.862,216081,4,0.562,0.673,138.054,0.272,0.371,7,0,1,55
5690,0.0621,-4.365,0.647,228533,4,0.616,0.961,171.411,0.013,0.0464,8,0.0259,0,47
5691,0.084,-7.65,0.511,200379,4,0.169,0.439,105.158,0.808,0.0569,4,0.0136,0,84
5692,0.195,-9.129,0.918,190000,4,0.756,0.419,96.036,0.0146,0.104,8,4.67e-06,0,68
5693,0.0796,-5.403,0.821,242560,4,0.732,0.565,119.975,0.0419,0.0373,4,0,0,55
5694,0.189,-3.69,0.487,270714,4,0.0564,0.789,150.007,0.00947,0.044,8,4.05e-06,1,91
5695,0.119,-7.34,0.645,232453,4,0.666,0.792,107.02,0.0485,0.036,4,0.0121,0,76
5696,0.114,-7.927,0.428,194931,4,0.45,0.654,134.115,0.0244,0.0379,2,0.00487,1,61
5697,0.184,-9.246,0.491,220452,4,0.389,0.389,130.201,0.659,0.0282,3,0,0,33
5698,0.107,-6.417,0.838,187813,4,0.386,0.625,113.967,0.153,0.0539,10,0.00103,0,64
5699,0.318,-7.653,0.83,143648,4,0.499,0.864,82.009,3.61e-05,0.291,0,0,1,39
5700,0.0967,-7.282,0.653,166120,4,0.816,0.816,103.05,0.228,0.167,2,0,1,84
5701,0.0295,-7.707,0.774,183800,4,0.97,0.559,132.908,0.599,0.0331,7,0,1,40
5702,0.546,-4.251,0.685,205280,4,0.387,0.803,107.005,0.099,0.156,2,0,1,75
5703,0.181,-6.187,0.743,172933,4,0.438,0.529,100.094,0.768,0.0499,7,0,1,69
5704,0.136,-11.361,0.603,240341,4,0.938,0.466,192.08,0.968,0.0596,9,0.000264,1,82
5705,0.13,-6.313,0.716,158250,4,0.276,0.729,125.894,0.0991,0.117,5,0,1,81
5706,0.186,-6.381,0.494,274693,4,0.1,0.637,147.924,0.669,0.0333,5,0,1,74
5707,0.275,-3.296,0.854,237866,4,0.785,0.778,124.894,0.09,0.0712,1,0,1,35
5708,0.311,-5.758,0.695,214084,4,0.618,0.604,167.583,0.0306,0.0356,7,5.58e-06,1,53
5709,0.3,-8.039,0.469,187093,4,0.239,0.787,130.075,0.00209,0.0579,6,0.314,0,7
5710,0.102,-15.196,0.387,300706,3,0.0632,0.241,153.426,0.464,0.0489,7,0.00527,1,72
5711,0.395,-4.733,0.672,201287,4,0.754,0.735,115.741,0.286,0.0457,5,0,1,93
5712,0.144,-3.577,0.547,261933,4,0.453,0.573,137.148,0.015,0.0369,4,1.75e-06,0,72
5713,0.348,-6.539,0.671,158626,4,0.728,0.766,119.964,0.151,0.0415,4,0,1,53
5714,0.0319,-4.973,0.7,203333,4,0.693,0.695,122.028,0.00629,0.0897,7,0,1,75
5715,0.0604,-3.948,0.791,264960,4,0.592,0.862,123.994,0.037,0.11,9,2.19e-05,1,93
5716,0.0685,-4.624,0.556,248382,4,0.115,0.646,135.025,0.00174,0.0568,2,0.116,1,34
5717,0.0979,-6.362,0.572,215733,4,0.0499,0.385,95.799,0.143,0.246,7,0,1,87
5718,0.139,-10.423,0.505,196320,4,0.34,0.339,88.045,0.885,0.03,5,0.00359,1,58
5719,0.121,-9.965,0.663,183720,4,0.134,0.387,124.671,0.807,0.03,7,0.022,1,43
5720,0.111,-4.464,0.565,210000,4,0.171,0.603,94.978,0.205,0.0364,9,4.02e-05,1,66
5721,0.144,-7.377,0.545,244333,4,0.536,0.582,147.082,0.219,0.0368,8,0,1,71
5722,0.0999,-9.73,0.684,68634,4,0.79,0.456,83.962,0.896,0.0322,8,0.944,1,10
5723,0.391,-4.927,0.542,201680,4,0.785,0.828,140.021,0.00175,0.0536,4,0.0136,0,62
5724,0.07,-3.915,0.763,327386,4,0.527,0.815,107.271,0.0479,0.177,11,0.0981,1,54
5725,0.079,-5.448,0.48,236746,4,0.467,0.823,169.949,0.117,0.0451,8,7.1e-05,1,54
5726,0.0688,-5.787,0.413,429760,4,0.44,0.725,130.067,0.369,0.0322,3,0,0,71
5727,0.133,-6.028,0.786,180725,4,0.841,0.781,85.02,0.00255,0.0865,1,0.079,1,38
5728,0.102,-13.71,0.9,147513,4,0.189,0.179,100.038,0.939,0.0441,1,0.216,1,43
5729,0.0658,-11.915,0.582,129000,4,0.0392,0.223,84.046,0.97,0.0688,5,0.954,0,51
5730,0.401,-4.569,0.611,219266,4,0.736,0.887,113.962,0.0246,0.0255,5,0.00182,1,48
5731,0.248,-6.35,0.479,203733,4,0.965,0.864,113.587,0.288,0.0436,1,0.000114,0,59
5732,0.17,-12.464,0.606,190573,4,0.906,0.915,154.149,0.00404,0.0367,4,0.848,0,6
5733,0.187,-4.464,0.621,138311,4,0.908,0.897,172.102,0.115,0.0884,4,1.32e-05,1,16
5734,0.0661,-7.358,0.82,235000,4,0.568,0.659,164.002,0.0172,0.228,9,1.08e-05,1,51
5735,0.117,-5.971,0.798,269106,4,0.668,0.867,109.04,0.101,0.12,1,0,0,82
5736,0.0641,-10.364,0.681,167920,4,0.238,0.481,117.884,0.605,0.0346,3,0,1,58
5737,0.0745,-5.144,0.869,204664,4,0.525,0.578,143.01,0.00381,0.0485,4,0,0,92
5738,0.0508,-5.025,0.822,210090,4,0.544,0.923,129.931,0.0169,0.0622,5,0.124,0,84
5739,0.372,-2.571,0.53,213600,4,0.823,0.648,122.807,0.058,0.0556,3,4.84e-06,0,37
5740,0.0862,-6.554,0.368,263306,4,0.962,0.847,162.241,0.594,0.039,11,0.00585,0,63
5741,0.107,-12.387,0.82,50508,4,0.632,0.175,80.965,0.87,0.0717,7,0.902,1,58
5742,0.494,-13.615,0.519,169714,4,0.177,0.745,127.764,0.00203,0.0859,1,0.91,1,39
5743,0.139,-4.653,0.663,235746,4,0.738,0.696,94.119,0.269,0.103,9,3.77e-05,0,89
5744,0.209,-10.603,0.572,173004,4,0.293,0.421,156.055,0.715,0.0402,8,0.899,1,61
5745,0.385,-10.091,0.55,388160,4,0.83,0.468,125.652,0.792,0.0409,8,5.93e-06,1,35
5746,0.0692,-6.964,0.526,208680,4,0.421,0.749,99.982,0.00454,0.0283,9,0.000512,1,79
5747,0.111,-6.86,0.415,210586,4,0.323,0.517,98.021,0.416,0.0357,1,5.26e-05,1,47
5748,0.286,-6.698,0.873,144266,4,0.834,0.611,89.921,0.23,0.0739,9,0.000168,1,15
5749,0.103,-9.337,0.495,353226,4,0.17,0.491,86.119,0.707,0.0442,6,0.39,0,47
5750,0.22,-6.439,0.558,227040,4,0.942,0.867,163.213,0.0902,0.0449,7,0,1,40
5751,0.244,-3.183,0.873,233712,4,0.179,0.579,95.977,0.0628,0.0802,1,0,0,89
5752,0.887,-11.445,0.513,230160,4,0.655,0.399,130.062,0.706,0.0367,0,0.255,0,16
5753,0.593,-5.043,0.611,165624,4,0.9,0.911,122,0.00966,0.0921,9,0.000125,1,44
5754,0.112,-8.06,0.666,193960,4,0.636,0.484,81.031,0.712,0.0309,0,0.124,1,23
5755,0.123,-3.628,0.299,318813,4,0.434,0.977,181.89,0.0748,0.0325,2,0.000138,1,72
5756,0.134,-3.419,0.757,120173,4,0.914,0.748,132.064,0.0716,0.282,1,0,0,89
5757,0.134,-26.006,0.196,173696,4,0.0395,0.0443,89.772,0.994,0.0415,2,0.915,1,58
5758,0.0824,-8.892,0.836,217946,4,0.51,0.544,120.099,0.00832,0.0943,7,4.2e-06,1,89
5759,0.179,-3.154,0.577,188251,4,0.424,0.781,139.943,0.000652,0.0315,5,0,1,20
5760,0.0862,-7.991,0.836,205733,4,0.251,0.465,160.051,0.128,0.0543,11,0.00051,0,35
5761,0.097,-3.906,0.628,257373,4,0.503,0.731,110.377,0.12,0.0293,2,0,1,68
5762,0.0635,-10.635,0.852,167466,4,0.805,0.203,117.85,0.697,0.0711,9,2.12e-05,1,43
5763,0.114,-10.572,0.657,232533,4,0.475,0.291,147.261,0.782,0.0413,9,0,1,79
5764,0.0542,-8.215,0.8,169466,4,0.515,0.831,137.875,0.0556,0.092,0,0,1,56
5765,0.201,-8.786,0.727,215838,4,0.179,0.702,126.94,0.0854,0.268,1,0,1,76
5766,0.198,-12.189,0.9,174335,4,0.488,0.276,99.964,0.371,0.435,1,0,0,75
5767,0.128,-8.573,0.561,195253,4,0.773,0.551,122.851,0.71,0.0855,7,5.2e-05,1,34
5768,0.13,-5.001,0.967,132232,4,0.728,0.708,73.807,0.24,0.0421,1,0,0,56
5769,0.282,-0.804,0.582,222706,4,0.37,0.913,154.038,0.0134,0.239,4,0,0,68
5770,0.0766,-10.516,0.901,193466,4,0.795,0.72,90.059,0.262,0.36,11,0,0,19
5771,0.0942,-6.608,0.901,226625,4,0.88,0.666,125.187,0.0788,0.0357,0,2.1e-06,1,46
5772,0.229,-9.432,0.565,217053,4,0.117,0.468,150.048,0.223,0.0372,4,0.0145,0,53
5773,0.111,-6.83,0.679,188280,4,0.929,0.63,72.991,0.758,0.158,2,7.06e-05,1,68
5774,0.103,-3.641,0.735,232906,4,0.555,0.747,123.025,0.0741,0.0837,10,0,0,69
5775,0.096,-14.34,0.641,147875,4,0.0608,0.329,120.606,0.809,0.0625,4,0.216,1,25
5776,0.571,-5.449,0.585,205160,4,0.298,0.975,92.046,0.00405,0.069,4,0,1,55
5777,0.108,-9.656,0.456,235906,4,0.199,0.154,79.211,0.924,0.0327,10,0,1,59
5778,0.302,-5.057,0.503,158250,4,0.255,0.823,150.032,0.000231,0.0641,4,0.0133,1,37
5779,0.0921,-7.032,0.511,160906,4,0.34,0.808,128.001,0.181,0.042,4,0,1,72
5780,0.111,-11.173,0.744,206546,4,0.682,0.105,123.933,0.79,0.0383,10,0.0135,1,11
5781,0.446,-10.106,0.849,210298,4,0.455,0.487,95.984,0.268,0.0411,7,0,1,48
5782,0.173,-3.399,0.823,186315,4,0.537,0.622,152.024,0.175,0.103,11,0,0,79
5783,0.258,-8.152,0.812,256093,4,0.584,0.407,151.965,0.0338,0.0433,9,0,0,55
5784,0.128,-11.932,0.624,183666,4,0.681,0.257,85.617,0.93,0.0444,5,7.56e-05,1,54
5785,0.107,-5.906,0.872,238053,4,0.537,0.594,178.929,0.241,0.216,7,0,0,59
5786,0.122,-6.025,0.726,208293,4,0.624,0.627,129.013,0.424,0.0423,2,0,1,57
5787,0.18,-5.378,0.755,185346,4,0.722,0.597,90.062,0.00106,0.0605,0,0.0212,1,57
5788,0.0402,-8.021,0.439,197009,4,0.23,0.484,188.002,0.0146,0.267,11,0,0,50
5789,0.083,-27.612,0.387,2e+05,3,0.109,0.0454,117.278,0.961,0.049,3,0.93,1,59
5790,0.103,-11.247,0.552,234560,4,0.223,0.227,123.548,0.565,0.0534,8,4.29e-05,1,62
5791,0.084,-2.062,0.557,233600,4,0.228,0.703,160.108,0.203,0.0277,8,0,0,58
5792,0.0732,-8.309,0.309,206200,4,0.725,0.875,143.526,0.0848,0.0488,2,0.00168,1,71
5793,0.137,-4.88,0.801,318000,4,0.685,0.817,119.991,0.0183,0.0484,0,0,1,44
5794,0.346,-3.476,0.64,159462,4,0.213,0.896,127.858,0.0757,0.0778,7,0.000149,0,63
5795,0.229,-5.123,0.766,232274,4,0.926,0.839,124.992,0.0049,0.0351,1,0.0108,1,50
5796,0.0435,-4.701,0.302,213533,3,0.161,0.684,198.87,1.27e-05,0.0739,0,0.000761,0,41
5797,0.101,-11.147,0.917,137377,4,0.591,0.175,139.996,0.94,0.0741,2,0.0117,1,43
5798,0.136,-3.43,0.584,273735,4,0.0535,0.921,120.063,0.15,0.0903,5,0,0,55
5799,0.229,-9.997,0.504,131160,4,0.92,0.315,102.516,0.905,0.0354,4,0,1,53
5800,0.523,-5.443,0.711,225573,4,0.67,0.746,96.024,0.0447,0.0355,1,0,1,65
5801,0.952,-3.782,0.46,166092,4,0.726,0.955,160.073,0.207,0.0487,2,0,1,42
5802,0.0848,-9.443,0.779,304906,4,0.49,0.619,124.059,0.000787,0.0478,4,0.861,0,45
5803,0.0576,-11.173,0.819,172000,4,0.805,0.457,97.916,0.761,0.0409,2,0.00294,1,31
5804,0.103,-9.643,0.27,266277,4,0.0609,0.479,136.827,0.416,0.031,0,0.579,1,50
5805,0.102,-4.483,0.571,159986,4,0.749,0.871,119.852,0.0161,0.0621,7,0.000343,1,49
5806,0.39,-8.454,0.387,300706,3,0.0632,0.555,153.426,0.464,0.0318,7,0.00527,0,72
5807,0.237,-21.529,0.199,197508,4,0.063,0.119,110.848,0.463,0.0388,0,0.894,1,52
5808,0.109,-9.283,0.49,195133,4,0.966,0.67,162.105,0.0922,0.0512,4,0,1,31
5809,0.0864,-5.666,0.793,235746,4,0.4,0.694,114.014,0.057,0.0338,4,0.000836,1,43
5810,0.0612,-6.6,0.709,341000,4,0.508,0.683,60.042,0.0066,0.0254,4,0,0,10
5811,0.373,-4.057,0.69,230666,4,0.829,0.958,127.878,0.0399,0.0352,3,0,1,40
5812,0.407,-5.96,0.708,159786,4,0.653,0.721,160.061,0.171,0.231,11,0.00105,0,62
5813,0.0893,-4.863,0.852,211363,4,0.516,0.506,100.002,0.0152,0.0325,8,0,1,77
5814,0.0886,-6.476,0.573,353240,4,0.0389,0.34,111.022,0.439,0.0301,7,1.23e-06,1,85
5815,0.231,-4.464,0.531,178000,4,0.814,0.909,97.546,0.145,0.034,11,0,1,74
5816,0.111,-7.278,0.729,146070,4,0.393,0.32,92,0.883,0.0338,11,0.905,0,51
5817,0.129,-3.533,0.767,238657,4,0.445,0.625,144.927,0.158,0.24,5,0,1,69
5818,0.121,-7.097,0.549,298195,4,0.368,0.651,106.546,0.583,0.0476,10,0,1,68
5819,0.102,-4.986,0.404,198553,4,0.211,0.926,85.96,0.0978,0.0419,4,0,0,62
5820,0.122,-4.512,0.553,293576,4,0.447,0.86,173.998,0.15,0.0465,1,0.000833,0,38
5821,0.0872,-24.144,0.605,155041,4,0.252,0.0499,94.014,0.991,0.0621,0,0.933,1,19
5822,0.103,-9.922,0.638,95524,4,0.382,0.232,99.156,0.535,0.0392,1,9.11e-06,1,56
5823,0.202,-5.876,0.471,171693,4,0.359,0.829,99.974,0.0871,0.0736,7,0,1,62
5824,0.236,-7.572,0.82,225933,4,0.745,0.593,85.482,0.25,0.0555,11,0,1,60
5825,0.375,-6.571,0.826,220960,4,0.368,0.689,90.288,0.399,0.343,1,1.98e-06,0,61
5826,0.278,-5.529,0.809,260573,4,0.576,0.73,96.005,0.0921,0.197,0,6.69e-06,1,53
5827,0.138,-7.738,0.534,342857,4,0.281,0.693,119.002,0.00252,0.107,9,0.000279,0,60
5828,0.164,-9.378,0.401,306952,4,0.236,0.507,162.958,0.549,0.0858,2,0.108,1,70
5829,0.312,-6.536,0.746,125706,4,0.746,0.702,75.816,0.306,0.0766,8,0.0398,1,57
5830,0.0937,-6.879,0.719,152000,4,0.309,0.451,87.686,0.71,0.311,11,0.798,1,24
5831,0.11,-3.82,0.49,301714,4,0.203,0.564,80.337,0.0725,0.0299,11,0,1,41
5832,0.183,-7.358,0.741,198948,4,0.447,0.555,119.971,0.387,0.044,0,0.000172,1,47
5833,0.337,-5.293,0.426,177162,4,0.128,0.584,193.437,0.0383,0.296,1,0,1,72
5834,0.114,-8.159,0.46,247275,4,0.283,0.32,93.005,0.328,0.0336,7,0,1,47
5835,0.543,-13.287,0.506,294360,4,0.338,0.848,144.993,0.00232,0.0315,9,0.74,0,53
5836,0.0662,-9.935,0.6,193200,4,0.607,0.48,95.846,0.0094,0.117,11,0.00831,1,75
5837,0.0964,-4.773,0.826,151400,4,0.719,0.815,140.76,0.222,0.0329,9,6.96e-05,1,81
5838,0.0994,-7.53,0.794,102170,4,0.469,0.632,80.041,0.00949,0.266,6,0,1,54
5839,0.125,-11.809,0.471,239026,4,0.103,0.365,88.011,0.778,0.0408,0,0.294,1,60
5840,0.056,-5.517,0.757,384613,4,0.964,0.737,85.044,0.0137,0.0474,9,0,1,56
5841,0.093,-7.497,0.827,177973,4,0.732,0.393,94.023,0.366,0.0621,8,1.25e-05,1,72
5842,0.152,-6.062,0.517,183591,4,0.388,0.736,94.419,0.272,0.0774,6,0,1,28
5843,0.136,-5.843,0.68,179653,4,0.374,0.563,143.693,0.297,0.0454,8,0.0706,0,95
5844,0.614,-2.73,0.726,231443,4,0.449,0.899,124.031,0.186,0.134,4,0.00101,1,65
5845,0.0279,-5.839,0.698,172333,3,0.861,0.94,127.831,0.00357,0.0537,0,0.365,1,4
5846,0.123,-6.973,0.783,210320,4,0.737,0.819,127.981,0.00357,0.071,6,0,0,35
5847,0.061,-4.524,0.724,239826,4,0.448,0.711,144.04,0.0145,0.0549,1,8.74e-06,0,73
5848,0.0719,-4.921,0.643,270333,4,0.788,0.931,95.988,0.0298,0.0228,5,0,1,75
5849,0.157,-6.185,0.667,206471,5,0.336,0.879,119.746,0.00194,0.359,8,0,1,61
5850,0.0955,-6.067,0.535,207546,4,0.434,0.666,96.948,0.0187,0.027,11,0.692,1,32
5851,0.192,-5.534,0.723,163761,4,0.691,0.875,122.979,0.00193,0.0748,6,3.7e-05,0,61
5852,0.331,-3.408,0.53,177200,4,0.836,0.904,121.962,0.0648,0.0486,0,0,1,48
5853,0.456,-5.831,0.354,177658,4,0.362,0.91,154.99,0.000414,0.043,0,0.205,1,35
5854,0.198,-6.871,0.908,264000,4,0.713,0.805,95.047,0.00997,0.282,6,0,1,51
5855,0.281,-9.915,0.657,222302,4,0.962,0.918,96.03,0.0876,0.0708,5,5.65e-06,1,52
5856,0.134,-7.501,0.386,425653,4,0.532,0.53,150.036,0.114,0.0261,1,1.74e-05,1,77
5857,0.511,-5.542,0.36,215107,4,0.722,0.851,79.39,0.252,0.0838,8,3.77e-06,1,27
5858,0.0516,-4.685,0.844,199080,4,0.965,0.788,145.065,0.00966,0.0392,7,1.02e-05,1,69
5859,0.116,-3.975,0.805,241440,4,0.38,0.673,173.929,0.00893,0.272,8,0,1,50
5860,0.0843,-7.406,0.378,274693,5,0.178,0.505,142.815,0.1,0.044,0,0,1,14
5861,0.0959,-13.099,0.457,218733,4,0.168,0.452,175.088,0.0425,0.0428,7,0.00026,1,73
5862,0.372,-7.374,0.861,182900,4,0.239,0.679,117.867,0.0375,0.0606,1,0,1,74
5863,0.26,-6.518,0.531,194760,4,0.438,0.55,164.127,0.253,0.0571,5,0,0,60
5864,0.0772,-2.94,0.679,148292,4,0.566,0.839,123.041,0.543,0.0303,0,0.00173,1,61
5865,0.123,-13.372,0.372,167186,5,0.121,0.175,113.23,0.94,0.0373,5,0,0,25
5866,0.0624,-8.682,0.488,314146,4,0.96,0.629,93.998,0.0551,0.103,10,0.0896,0,41
5867,0.154,-6.769,0.439,418000,4,0.197,0.512,113.03,0.348,0.0515,8,0,1,56
5868,0.152,-10.214,0.736,213309,4,0.667,0.457,140.006,0.352,0.107,4,0,0,87
5869,0.315,-7.561,0.884,192960,4,0.303,0.595,87.992,0.022,0.443,6,1.3e-05,0,58
5870,0.152,-6.331,0.299,286066,4,0.339,0.886,80.595,0.168,0.439,1,0,1,50
5871,0.217,-2.744,0.65,156800,4,0.884,0.992,150.016,0.00778,0.291,11,3.63e-05,1,78
5872,0.632,-10.4,0.834,205162,4,0.319,0.614,105.86,0.235,0.193,7,0.00968,1,67
5873,0.139,-11.926,0.575,243866,4,0.284,0.445,149.509,0.674,0.0428,9,0.023,0,42
